id,name.local,name.en,name.slug,code.id,children_count.section,geo.lat,geo.lon
SL050101,Bramaia,Bramaia,bramaia-sl050101,SL050101,21,9.41,-12.634
SL050102,Gbinle Dixing,Gbinle Dixing,gbinle-dixing-sl050102,SL050102,8,9.172,-12.933
SL050103,Magbema,Magbema,magbema-sl050103,SL050103,7,9.067,-12.896
SL050104,Mambolo,Mambolo,mambolo-sl050104,SL050104,7,8.892,-13.031
SL050105,Masungbala,Masungbala,masungbala-sl050105,SL050105,12,9.096,-12.779
SL050106,Samu,Samu,samu-sl050106,SL050106,12,9.009,-13.138
SL050107,Tonko Limba,Tonko Limba,tonko-limba-sl050107,SL050107,6,9.304,-12.59
