id,name.local,name.en,name.slug,code.id,children_count.section,geo.lat,geo.lon
SL040101,Koya Rural,Koya Rural,koya-rural-sl040101,SL040101,6,8.308,-12.981
SL040102,Mountain Rural,Mountain Rural,mountain-rural-sl040102,SL040102,5,8.434,-13.21
SL040103,Waterloo Rural,Waterloo Rural,waterloo-rural-sl040103,SL040103,4,8.338,-13.103
SL040104,York Rural,York Rural,york-rural-sl040104,SL040104,7,8.306,-13.159
