id,name.local,name.en,name.slug,code.id,geo.lat,geo.lon
SL03020601,Ba-Kobotu,Ba-Kobotu,ba-kobotu,SL03020601,7.63,-12.018
SL03020602,Bewoni,Bewoni,bewoni,SL03020602,7.565,-11.999
SL03020603,Gbonge,Gbonge,gbonge,SL03020603,7.651,-12.055
SL03020604,Senjehun,Senjehun,senjehun,SL03020604,7.536,-12.03
SL03020605,Sewama,Sewama,sewama,SL03020605,7.626,-12.042
SL03020606,Taokunor,Taokunor,taokunor,SL03020606,7.572,-12.04
