id,name.local,name.en,name.slug,code.id,children_count.section,geo.lat,geo.lon
SL020601,Dembelia - Sink,Dembelia - Sink,dembelia-sink-sl020601,SL020601,10,9.834,-11.448
SL020602,Folosaba Dembel,Folosaba Dembel,folosaba-dembel-sl020602,SL020602,12,9.819,-11.609
SL020603,Mongo,Mongo,mongo-sl020603,SL020603,9,9.442,-11.062
SL020604,Neya,Neya,neya-sl020604,SL020604,5,9.125,-10.913
SL020606,Sulima,Sulima,sulima-sl020606,SL020606,13,9.819,-11.22
