id,name.local,name.en,name.slug,code.id,children_count.section,geo.lat,geo.lon
SL020101,Biriwa,Biriwa,biriwa-sl020101,SL020101,8,9.271,-11.918
SL020102,Bombali Sebora,Bombali Sebora,bombali-sebora-sl020102,SL020102,4,8.779,-12.062
SL020103,Gbanti Kamarank,Gbanti Kamarank,gbanti-kamarank-sl020103,SL020103,17,9.278,-12.293
SL020104,Gbendembu Ngowa,Gbendembu Ngowa,gbendembu-ngowa-sl020104,SL020104,19,9.081,-12.2
SL020106,Magbaimba Ndorh,Magbaimba Ndorh,magbaimba-ndorh-sl020106,SL020106,9,9.274,-12.075
SL020107,Makari Gbanti,Makari Gbanti,makari-gbanti-sl020107,SL020107,11,8.85,-12.206
SL020191,Makeni Town,Makeni Town,makeni-town-sl020191,SL020191,8,8.883,-12.046
SL020108,Paki Masabong,Paki Masabong,paki-masabong-sl020108,SL020108,6,8.802,-11.943
SL020109,Safroko Limba,Safroko Limba,safroko-limba-sl020109,SL020109,7,9.011,-11.997
