id,name.local,name.en,name.slug,code.id,children_count.section,geo.lat,geo.lon
SL050201,Buya Romende,Buya Romende,buya-romende-sl050201,SL050201,12,8.819,-12.433
SL050202,Dibia,Dibia,dibia-sl050202,SL050202,7,8.938,-12.617
SL050206,Libeisaygahun,Libeisaygahun,libeisaygahun-sl050206,SL050206,17,8.999,-12.443
SL050207,Sanda Loko,Sanda Loko,sanda-loko-sl050207,SL050207,15,9.437,-12.116
SL050203,Sanda Magbolont,Sanda Magbolont,sanda-magbolont-sl050203,SL050203,14,9.135,-12.569
SL050208,Sanda Tendaran,Sanda Tendaran,sanda-tendaran-sl050208,SL050208,10,9.158,-12.324
SL050209,Sella Limba,Sella Limba,sella-limba-sl050209,SL050209,7,9.5,-12.286
SL050210,Tambakha,Tambakha,tambakha-sl050210,SL050210,5,9.708,-12.2
